id,headword,created,updated,_order,lemma_id,definition
1677,integer -gra -grum,2022-11-13 20:45:18.333276+00,2022-11-13 20:45:18.333287+00,437,24638,"untouched, fresh, complete, whole"
1678,intellegō -legere -lēxī -lēctum,2022-11-13 20:45:18.337952+00,2022-11-13 20:45:18.337963+00,438,24660,understand
1679,intendō -tendere -tendī -tentum,2022-11-13 20:45:18.342557+00,2022-11-13 20:45:18.342567+00,439,24680,"stretch out, strain"
1680,inter,2022-11-13 20:45:18.347146+00,2022-11-13 20:45:18.347156+00,440,24697,"between, among; during (+ acc.)"
1681,interficiō -ficere -fēcī -fectum,2022-11-13 20:45:18.352334+00,2022-11-13 20:45:18.352344+00,441,24800,kill
1682,interim,2022-11-13 20:45:18.357016+00,2022-11-13 20:45:18.357026+00,442,24831,meanwhile
1683,interrogō -āre,2022-11-13 20:45:18.361663+00,2022-11-13 20:45:18.361673+00,443,24973,"put a question to, ask (+ acc.)"
1684,intersum -esse -fuī,2022-11-13 20:45:18.366477+00,2022-11-13 20:45:18.366487+00,444,25011,"to be between; take part in, attend (+ dat.); interest, it is in the interest of (+ gen.)"
1685,intrā,2022-11-13 20:45:18.371272+00,2022-11-13 20:45:18.371283+00,445,25103,within (+ acc.)
1686,intrō -āre,2022-11-13 20:45:18.381909+00,2022-11-13 20:45:18.381919+00,446,25135,enter
1687,inveniō -venīre -vēnī -ventum,2022-11-13 20:45:18.388603+00,2022-11-13 20:45:18.388613+00,447,25231,find; discover
1688,invidia -ae f.,2022-11-13 20:45:18.393652+00,2022-11-13 20:45:18.393662+00,448,25272,"envy, jealousy, hatred"
1689,ipse ipsa ipsum,2022-11-13 20:45:18.398459+00,2022-11-13 20:45:18.398469+00,449,25407,him- her- itself
1690,īra irae f.,2022-11-13 20:45:18.403608+00,2022-11-14 23:27:21.455718+00,450,25410,"wrath, anger"
1691,īrāscor īrāscī īrātus sum,2022-11-13 20:45:18.408809+00,2022-11-13 20:45:18.408819+00,451,25419,grow angry
1692,īrātus -a -um,2022-11-13 20:45:18.415218+00,2022-11-13 20:45:18.415228+00,452,25421,angry
1693,is ea id,2022-11-13 20:45:18.420251+00,2022-11-13 20:45:18.420261+00,453,25548,"he, she, it"
1694,iste ista istud,2022-11-13 20:45:18.425041+00,2022-11-13 20:45:18.425051+00,454,25609,"that, that of yours"
1695,istīc,2022-11-13 20:45:18.430917+00,2022-11-13 20:45:18.430926+00,455,25616,over there
1696,istinc,2022-11-13 20:45:18.436602+00,2022-11-13 20:45:18.436612+00,456,25618,from over there
1697,istūc,2022-11-13 20:45:18.441453+00,2022-11-13 20:45:18.441463+00,457,25626,over there
1698,ita,2022-11-13 20:45:18.446041+00,2022-11-13 20:45:18.446051+00,458,25628,"thus, so"
1699,itaque,2022-11-13 20:45:18.451027+00,2022-11-13 20:45:18.451037+00,459,25635,"and so, therefore"
1700,item,2022-11-13 20:45:18.456351+00,2022-11-13 20:45:18.456361+00,460,25636,likewise
1701,iter itineris n.,2022-11-13 20:45:18.461371+00,2022-11-13 20:45:18.461381+00,461,25637,"journey, route"
1702,iterum,2022-11-13 20:45:18.466185+00,2022-11-13 20:45:18.466196+00,462,25644,again
1703,iubeō iubēre iussī iussum,2022-11-13 20:45:18.47076+00,2022-11-13 20:45:18.47077+00,463,25674,"bid, order"
1704,iūdex iūdicis m.,2022-11-13 20:45:18.475353+00,2022-11-13 20:45:18.475363+00,464,25691,"judge, juror"
1705,iūdicium -ī n.,2022-11-13 20:45:18.484553+00,2022-11-13 20:45:18.484563+00,465,25703,"judgment, decision, trial"
1706,iūdicō -āre,2022-11-13 20:45:18.489467+00,2022-11-13 20:45:18.489476+00,466,25704,"judge, decide"
1707,iugum -ī n.,2022-11-13 20:45:18.494183+00,2022-11-13 20:45:18.494193+00,467,25731,"yoke; ridge, chain of hills"
1708,iungō iungere iūnxī iūnctum,2022-11-13 20:45:18.499063+00,2022-11-13 20:45:18.499073+00,468,25758,join
1709,iūrō -āre,2022-11-13 20:45:18.503675+00,2022-11-13 20:45:18.503685+00,469,25798,"take an oath, swear; iūs iūrandum, oath"
1710,iūs iūris n.,2022-11-13 20:45:18.508394+00,2022-11-13 20:45:18.508404+00,470,25803,"right, justice, law"
1711,iūstus -a -um,2022-11-13 20:45:18.512987+00,2022-11-13 20:45:18.512997+00,471,25830,"right, just, fair"
1712,iuvenis -is m.,2022-11-13 20:45:18.517702+00,2022-11-13 20:45:18.517712+00,472,25849,youth
1713,iuvō iuvāre iūvī iūtum,2022-11-13 20:45:18.522284+00,2022-11-13 20:45:18.522294+00,473,25856,"help, assist; please, delight"
1714,labor -ōris m.,2022-11-13 20:45:18.528159+00,2022-11-13 20:45:18.52817+00,474,25907,"toil, exertion"
1715,labōrō -āre,2022-11-13 20:45:18.532959+00,2022-11-13 20:45:18.532969+00,475,25915,"toil, work; be in trouble or distress"
1716,lacrima -ae f.,2022-11-13 20:45:18.53757+00,2022-11-13 20:45:18.53758+00,476,25974,tear
1717,laedō laedere laesī laesum,2022-11-13 20:45:18.542356+00,2022-11-13 20:45:18.542366+00,477,26036,"injure by striking, hurt"
1718,laetus -a -um,2022-11-13 20:45:18.546919+00,2022-11-13 20:45:18.546929+00,478,26074,"glad, joyful"
1719,lapis lapidis m.,2022-11-13 20:45:18.551789+00,2022-11-13 20:45:18.551799+00,479,26262,stone
1720,lateō latēre latuī,2022-11-13 20:45:18.556411+00,2022-11-13 20:45:18.556421+00,480,26359,"lie hidden, be hidden"
1721,lātus -a -um,2022-11-13 20:45:18.565548+00,2022-11-13 20:45:18.565559+00,481,26450,"broad, wide"
1722,latus -eris n.,2022-11-13 20:45:18.571433+00,2022-11-13 20:45:18.571443+00,482,26451,"side, flank"
1723,laudō -āre,2022-11-13 20:45:18.576158+00,2022-11-13 20:45:18.576168+00,483,26467,praise
1724,laus laudis f.,2022-11-13 20:45:18.580682+00,2022-11-13 20:45:18.580693+00,484,26494,"praise, glory"
1725,lēgātus -ī m.,2022-11-13 20:45:18.585545+00,2022-11-13 20:45:18.585555+00,485,26578,"lieutenant, envoy"
1726,legiō -ōnis f.,2022-11-13 20:45:18.590622+00,2022-11-13 20:45:18.590633+00,486,26582,legion
1727,legō legere lēgī lēctum,2022-11-13 20:45:18.595329+00,2022-11-13 20:45:18.595339+00,487,26595,"gather, choose, read"
1728,levis -e,2022-11-13 20:45:18.599987+00,2022-11-14 23:26:47.949788+00,488,26823,"light, trivial"
1729,lēx lēgis f.,2022-11-13 20:45:18.604538+00,2022-11-13 20:45:18.604548+00,489,26839,law
1730,līber lībera līberum,2022-11-13 20:45:18.609618+00,2022-11-13 20:45:18.609629+00,490,26869,free; līberī
1732,liber librī m.,2022-11-13 20:45:18.619093+00,2022-11-13 20:45:18.619103+00,492,26871,book
1731,līberī līberōrum m. pl.,2022-11-13 20:45:18.614164+00,2022-11-13 20:45:18.614174+00,491,26870,freeborn children
1733,lībertās -ātis f.,2022-11-13 20:45:18.623758+00,2022-11-13 20:45:18.623768+00,493,26884,freedom
1734,libet libēre libuit or libitum est,2022-11-13 20:45:18.629182+00,2022-11-13 20:45:18.629192+00,494,26890,it is pleasing (+ dat. + infin.)
1735,libīdō -inis f.,2022-11-13 20:45:18.634006+00,2022-11-13 20:45:18.634016+00,495,26899,"passion, lust"
1737,licet,2022-11-13 20:45:18.64311+00,2022-11-13 20:45:18.64312+00,497,26948,even though
1736,licet licēre licuit licitum est,2022-11-13 20:45:18.63845+00,2022-11-13 20:45:18.63846+00,496,26947,it is permitted (+ dat. + infin.)
1738,līmen līminis n.,2022-11-13 20:45:18.647717+00,2022-11-13 20:45:18.647727+00,498,27040,threshold
1739,lingua -ae f.,2022-11-13 20:45:18.65243+00,2022-11-13 20:45:18.65244+00,499,27102,tongue; language
1740,littera -ae f.,2022-11-13 20:45:18.656952+00,2022-11-13 20:45:18.656962+00,500,27218,"letter, (pl.) literature"
1741,lītus -oris n.,2022-11-13 20:45:18.66169+00,2022-11-13 20:45:18.6617+00,501,27237,shore
1742,locus -ī m.,2022-11-13 20:45:18.666332+00,2022-11-13 20:45:18.666342+00,502,27290,place; loca (n. pl.) region
1743,longē,2022-11-13 20:45:18.670985+00,2022-11-13 20:45:18.670995+00,503,27336,"far, far off"
1744,longus -a -um,2022-11-13 20:45:18.67563+00,2022-11-13 20:45:18.675641+00,504,27360,"long, far"
1745,loquor loquī locūtus sum,2022-11-13 20:45:18.680251+00,2022-11-13 20:45:18.680261+00,505,27370,"speak, talk"
1746,lūmen luminis n.,2022-11-13 20:45:18.685075+00,2022-11-13 20:45:18.685085+00,506,27560,light
1747,lūna -ae f.,2022-11-13 20:45:18.689708+00,2022-11-13 20:45:18.689718+00,507,27566,moon
1748,lūx lūcis f.,2022-11-13 20:45:18.694549+00,2022-11-13 20:45:18.694559+00,508,27667,light of day
1749,maestus -a -um,2022-11-13 20:45:18.69928+00,2022-11-13 20:45:18.699291+00,509,27947,"sad, sorrowful; depressing"
1750,magis,2022-11-13 20:45:18.704218+00,2022-11-13 20:45:18.704228+00,510,27965,more
1751,magister magistrī m.,2022-11-13 20:45:18.708899+00,2022-11-13 20:45:18.708909+00,511,27967,"master, chief"
1752,māgnitūdō -inis f.,2022-11-13 20:45:18.717623+00,2022-11-13 20:45:18.717633+00,512,28014,"greatness, size"
1753,māgnus -a -um,2022-11-13 20:45:18.722956+00,2022-11-13 20:45:18.722966+00,513,28016,great
1754,māiōrēs māiōrum m.,2022-11-13 20:45:18.727826+00,2022-11-13 20:45:18.727837+00,514,28032,ancestors
1755,male,2022-11-13 20:45:18.732927+00,2022-11-13 20:45:18.732937+00,515,28055,(adv.) badly
1756,mālō mālle māluī,2022-11-13 20:45:18.737645+00,2022-11-13 20:45:18.737656+00,516,28117,prefer
1757,malus -a -um,2022-11-13 20:45:18.742373+00,2022-11-13 20:45:18.742383+00,517,28131,"bad, evil"
1758,maneō manēre mānsī mānsum,2022-11-13 20:45:18.747051+00,2022-11-13 20:45:18.747061+00,518,28208,remain
1759,manus -ūs f.,2022-11-13 20:45:18.751804+00,2022-11-13 20:45:18.751814+00,519,28315,hand; band of men
1760,mare -is n.,2022-11-13 20:45:18.756727+00,2022-11-13 20:45:18.756738+00,520,28357,sea
1761,marītus -ī m.,2022-11-13 20:45:18.761317+00,2022-11-13 20:45:18.761332+00,521,28400,husband
1762,māter mātris f.,2022-11-13 20:45:18.76622+00,2022-11-13 20:45:18.766231+00,522,28519,mother
1763,māteria -ae f.,2022-11-13 20:45:18.771104+00,2022-11-13 20:45:18.771114+00,523,28521,"material, subject matter; timber, lumber"
1764,medius -a -um,2022-11-13 20:45:18.776146+00,2022-11-13 20:45:18.776157+00,524,28713,"middle, central"
1765,membrum -ī n.,2022-11-13 20:45:18.784999+00,2022-11-13 20:45:18.785009+00,525,28910,"limb, member of the body"
1766,meminī meminisse,2022-11-13 20:45:18.789848+00,2022-11-13 20:45:18.789858+00,526,28912,"remember, recollect"
1767,memoria -ae f.,2022-11-13 20:45:18.794465+00,2022-11-13 20:45:18.794475+00,527,28931,"recollection, memory"
1768,mēns mentis f.,2022-11-13 20:45:18.799586+00,2022-11-13 20:45:18.799596+00,528,29005,mind
1769,mēnsa -ae f.,2022-11-13 20:45:18.804247+00,2022-11-13 20:45:18.804257+00,529,29006,table
1770,mereō merēre meruī meritum,2022-11-13 20:45:18.808901+00,2022-11-13 20:45:18.808911+00,530,29085,"deserve, merit; serve as a soldier"
1771,metuō metuere metuī,2022-11-13 20:45:18.813754+00,2022-11-13 20:45:18.813764+00,531,29276,"to fear, to dread"
1772,metus -ūs m.,2022-11-13 20:45:18.818449+00,2022-11-13 20:45:18.818459+00,532,29278,"fear, dread"
2512,"metus, metūs, m.",2022-11-13 20:45:22.75668+00,2022-11-14 07:06:40.578314+00,247,29277,fear
1773,meus -a -um,2022-11-13 20:45:18.822951+00,2022-11-13 20:45:18.822962+00,533,29280,my
1774,mīles -itis m.,2022-11-13 20:45:18.827466+00,2022-11-13 20:45:18.827476+00,534,29323,soldier
1775,mīlle (pl.) mīlia,2022-11-13 20:45:18.832017+00,2022-11-13 20:45:18.832027+00,535,29353,thousand
1776,mīror mīrārī mīrātus sum,2022-11-13 20:45:18.83669+00,2022-11-13 20:45:18.8367+00,536,29522,"wonder at, marvel at (+ acc.)"
1777,misceō miscēre miscuī mixtum,2022-11-13 20:45:18.841486+00,2022-11-13 20:45:18.841496+00,537,29529,mix
1778,miser misera miserum,2022-11-13 20:45:18.846197+00,2022-11-13 20:45:18.846207+00,538,29539,"wretched, pitiable"
1779,mittō mittere mīsī missum,2022-11-13 20:45:18.852738+00,2022-11-13 20:45:18.852748+00,539,29617,"send, let go"
1780,modo,2022-11-13 20:45:18.857314+00,2022-11-13 20:45:18.857325+00,540,29673,"just, just now; modo ... modo: now ... now, at one moment ... at another, sometimes ... sometimes"
1781,modus -ī m.,2022-11-13 20:45:18.862188+00,2022-11-13 20:45:18.862198+00,541,29684,"measure, manner, kind"
1782,moenia -ium n. pl.,2022-11-13 20:45:18.867051+00,2022-11-13 20:45:18.867062+00,542,29692,"walls, fortifications"
1783,mollis -e,2022-11-13 20:45:18.871714+00,2022-11-13 20:45:18.871724+00,543,29746,"soft, yielding, gentle"
1784,moneō monēre monuī monitum,2022-11-13 20:45:18.876461+00,2022-11-13 20:45:18.876471+00,544,29801,"warn, advise"
1785,mōns montis m.,2022-11-13 20:45:18.881693+00,2022-11-13 20:45:18.881703+00,545,29854,mountain
1786,mora -ae f.,2022-11-13 20:45:18.886306+00,2022-11-13 20:45:18.886316+00,546,29901,"delay, hindrance"
1787,morbus -ī m.,2022-11-13 20:45:18.890867+00,2022-11-13 20:45:18.890877+00,547,29921,"sickness, disease"
1788,morior morī mortuus sum,2022-11-13 20:45:18.897672+00,2022-11-13 20:45:18.897683+00,548,29946,die
1789,moror morārī morātus sum,2022-11-13 20:45:18.902558+00,2022-11-13 20:45:18.902568+00,549,29954,delay
1790,mors mortis f.,2022-11-13 20:45:18.907124+00,2022-11-13 20:45:18.907134+00,550,29960,death
1791,mortālis -e,2022-11-13 20:45:18.911601+00,2022-11-13 20:45:18.911611+00,551,29968,"liable to death, mortal; (as subst.) a mortal"
1792,mōs mōris m.,2022-11-13 20:45:18.916129+00,2022-11-13 20:45:18.916139+00,552,29988,"custom, habit; (pl.) character"
1793,moveō -ēre mōvī mōtum,2022-11-13 20:45:18.921472+00,2022-11-13 20:45:18.921482+00,553,30017,move
1794,mox,2022-11-13 20:45:18.926039+00,2022-11-13 20:45:18.926049+00,554,30018,soon
1795,mulier -eris f.,2022-11-13 20:45:18.930628+00,2022-11-13 20:45:18.930638+00,555,30067,woman
1796,multitūdō -inis f.,2022-11-13 20:45:18.93522+00,2022-11-13 20:45:18.93523+00,556,30159,"multitude, number"
1797,multō,2022-11-13 20:45:18.939964+00,2022-11-13 20:45:18.939974+00,557,30165,by far
1798,multus -a -um,2022-11-13 20:45:18.944584+00,2022-11-13 20:45:18.944594+00,558,30168,"much, many"
1799,mundus -a -um,2022-11-13 20:45:18.949651+00,2022-11-13 20:45:18.949661+00,559,30195,"clean, neat, elegant"
1800,mundus -ī m.,2022-11-13 20:45:18.954401+00,2022-11-13 20:45:18.954412+00,560,30196,"world, universe, heavens"
1801,mūnus mūneris n.,2022-11-13 20:45:18.958901+00,2022-11-13 20:45:18.958911+00,561,30231,"gift, offering; duty, obligation; (pl.) gladiatorial show"
1802,mūrus -ī m.,2022-11-13 20:45:18.963683+00,2022-11-13 20:45:18.963695+00,562,30292,wall
1803,mūtō -āre,2022-11-13 20:45:18.968535+00,2022-11-13 20:45:18.968545+00,563,30381,change
1804,nam,2022-11-13 20:45:18.973741+00,2022-11-13 20:45:18.973751+00,564,30554,"for, indeed, really"
1805,namque,2022-11-13 20:45:18.978241+00,2022-11-13 20:45:18.97825+00,565,30558,"for, indeed, really"
1806,narrō -āre,2022-11-13 20:45:18.983293+00,2022-11-13 20:45:18.983303+00,566,30606,"relate, recount"
1807,nāscor nāscī nātus sum,2022-11-13 20:45:18.98812+00,2022-11-13 20:45:18.98813+00,567,30623,be born
1808,nātūra -ae f.,2022-11-13 20:45:18.992747+00,2022-11-13 20:45:18.992757+00,568,30675,nature
1809,nātus -ī m.,2022-11-13 20:45:18.997472+00,2022-11-13 20:45:18.997482+00,569,30684,son
1810,nāvis -is f.,2022-11-13 20:45:19.003429+00,2022-11-13 20:45:19.003439+00,570,30771,ship
1811,nē,2022-11-13 20:45:19.008477+00,2022-11-13 20:45:19.008487+00,571,30786,"lest, that not"
1812,ne (enclitic),2022-11-13 20:45:19.01336+00,2022-11-13 20:45:19.01337+00,572,30787,interrogative particle attached to the emphatic word in a question
1820,nec,2022-11-13 20:45:19.052482+00,2022-11-13 20:45:19.052492+00,580,30977,"and not, nor; nec ... nec, neither ... nor; → neque"
1813,necesse (indecl. adj.),2022-11-13 20:45:19.018097+00,2022-11-13 20:45:19.018107+00,573,30818,necessary
1814,necessitās -tātis f.,2022-11-13 20:45:19.022564+00,2022-11-13 20:45:19.022574+00,574,30819,"necessity, need"
1815,nefās n. indecl.,2022-11-13 20:45:19.027252+00,2022-11-13 20:45:19.027262+00,575,30857,"impiety, wickedness"
1816,negō -āre,2022-11-13 20:45:19.032972+00,2022-11-13 20:45:19.032982+00,576,30880,"deny, refuse"
1817,negōtium -ī n.,2022-11-13 20:45:19.037848+00,2022-11-13 20:45:19.037858+00,577,30892,business
1818,nēmō,2022-11-13 20:45:19.042659+00,2022-11-13 20:45:19.042669+00,578,30920,"no one (gen. nūllīus, dat. nūllī, abl. nūllō or nūllā → nūllus -a -um)"
1819,nemus nemoris n.,2022-11-13 20:45:19.047613+00,2022-11-13 20:45:19.047624+00,579,30929,"grove, forest"
1821,neque,2022-11-13 20:45:19.057195+00,2022-11-13 20:45:19.057205+00,581,30977,"and not, nor; neque ... neque, neither ... nor; → nec"
1822,nesciō -scīre,2022-11-13 20:45:19.061708+00,2022-11-13 20:45:19.061718+00,582,31032,"not know, be ignorant"
1823,niger nigra nigrum,2022-11-13 20:45:19.066832+00,2022-11-13 20:45:19.066843+00,583,31122,black
1824,nihil or nīl,2022-11-13 20:45:19.072193+00,2022-11-13 20:45:19.072204+00,584,31142,nothing; not at all
1825,nimis,2022-11-13 20:45:19.076888+00,2022-11-13 20:45:19.076898+00,585,31161,excessively
1826,nimium,2022-11-13 20:45:19.081639+00,2022-11-13 20:45:19.08165+00,586,31162,excessively
1827,nimius -a -um,2022-11-13 20:45:19.086307+00,2022-11-13 20:45:19.086317+00,587,31163,"too much, excessive"
1828,nisi or nī,2022-11-13 20:45:19.09098+00,2022-11-13 20:45:19.090991+00,588,31188,"if not, unless"
1829,nōbilis -e,2022-11-13 20:45:19.096507+00,2022-11-13 20:45:19.096517+00,589,31235,"distinguished, noble; (as subst.) a nobleman or woman"
1830,noceō nocēre nocuī,2022-11-13 20:45:19.101452+00,2022-11-13 20:45:19.101463+00,590,31242,harm
1831,nōlō nōlle nōluī,2022-11-13 20:45:19.106542+00,2022-11-13 20:45:19.106552+00,591,31282,be unwilling
1832,nōmen -inis n.,2022-11-13 20:45:19.111154+00,2022-11-13 20:45:19.111164+00,592,31288,name
1833,nōn,2022-11-13 20:45:19.11607+00,2022-11-13 20:45:19.11608+00,593,31308,not
1834,nōndum,2022-11-13 20:45:19.120665+00,2022-11-13 20:45:19.120676+00,594,31326,not yet
1835,nōs nostrum/nostrī nōbīs nōs,2022-11-13 20:45:19.125315+00,2022-11-13 20:45:19.125325+00,595,31692,we
1836,nōscō nōscere nōvī nōtum,2022-11-13 20:45:19.129995+00,2022-11-13 20:45:19.130005+00,596,31365,"learn, know"
1837,noster nostra nostrum,2022-11-13 20:45:19.134593+00,2022-11-13 20:45:19.134603+00,597,31368,our
1838,nōtus -a -um,2022-11-13 20:45:19.139242+00,2022-11-13 20:45:19.139252+00,598,31398,well-known
1839,novus -a -um,2022-11-13 20:45:19.14396+00,2022-11-13 20:45:19.14397+00,599,31451,new
1840,nox noctis f.,2022-11-13 20:45:19.148635+00,2022-11-13 20:45:19.148645+00,600,31452,night
1841,nūdus -a -um,2022-11-13 20:45:19.157686+00,2022-11-13 20:45:19.157696+00,601,31507,"naked, bare"
1842,nūllus -a -um,2022-11-13 20:45:19.16292+00,2022-11-13 20:45:19.16293+00,602,31527,"not any, no one"
1843,num,2022-11-13 20:45:19.168007+00,2022-11-13 20:45:19.168017+00,603,31528,interrogative particle implying negative answer
1844,nūmen -inis n.,2022-11-13 20:45:19.172596+00,2022-11-13 20:45:19.172607+00,604,31537,"divine will, deity"
1845,numerus -ī m.,2022-11-13 20:45:19.17727+00,2022-11-13 20:45:19.17728+00,605,31554,"number, amount"
1846,numquam,2022-11-13 20:45:19.18196+00,2022-11-13 20:45:19.18197+00,606,31576,never
1847,nunc,2022-11-13 20:45:19.187014+00,2022-11-13 20:45:19.187025+00,607,31581,now
1848,nūntius -ī m.,2022-11-13 20:45:19.196141+00,2022-11-13 20:45:19.196151+00,608,31606,messenger; news
1849,ob,2022-11-13 20:45:19.201524+00,2022-11-13 20:45:19.201534+00,609,31700,"against, on account of (+ acc.)"
1850,occīdō -cīdere -cīdī -cīsum,2022-11-13 20:45:19.206322+00,2022-11-14 23:57:34.118113+00,610,,"kill, cut down"
1851,occupō -āre,2022-11-13 20:45:19.211126+00,2022-11-13 20:45:19.211136+00,611,32269,"seize, occupy; anticipate, do a thing first (+ infin.)"
1852,occurrō -currere -cucurrī -cursum,2022-11-13 20:45:19.216171+00,2022-11-13 20:45:19.216181+00,612,32270,run to meet; come into one’s mind
1853,oculus -ī m.,2022-11-13 20:45:19.220903+00,2022-11-13 20:45:19.220913+00,613,32381,eye
1854,ōdī ōdisse,2022-11-13 20:45:19.226297+00,2022-11-13 20:45:19.226307+00,614,32392,hate
1855,odium -ī n.,2022-11-13 20:45:19.231121+00,2022-11-13 20:45:19.231132+00,615,32402,hatred
1856,offerō offerre obtulī oblātum,2022-11-13 20:45:19.235993+00,2022-11-13 20:45:19.236003+00,616,32515,"present, offer, expose"
1857,officium -ī n.,2022-11-13 20:45:19.241735+00,2022-11-13 20:45:19.241745+00,617,32531,"service, duty"
1858,ōlim,2022-11-13 20:45:19.246632+00,2022-11-13 20:45:19.246642+00,618,32617,"formerly, at that time"
1859,omnis -e,2022-11-13 20:45:19.252185+00,2022-11-13 20:45:19.252195+00,619,32699,"all, every, as a whole"
1860,onus oneris n.,2022-11-13 20:45:19.257555+00,2022-11-13 20:45:19.257566+00,620,32751,"load, burden"
1861,opera -ae f.,2022-11-13 20:45:19.262532+00,2022-11-13 20:45:19.262543+00,621,32769,"labor, activity, work"
1862,oportet -ēre -uit,2022-11-13 20:45:19.268092+00,2022-11-13 20:45:19.268102+00,622,32876,"it is proper, right (+ acc. + infin.)"
1863,oppidum -ī n.,2022-11-13 20:45:19.272897+00,2022-11-13 20:45:19.272907+00,623,32897,town
1864,ops opis f.,2022-11-13 20:45:19.277906+00,2022-11-13 20:45:19.277916+00,624,32931,"assistance, resources"
1865,optō -āre,2022-11-13 20:45:19.28278+00,2022-11-13 20:45:19.28279+00,625,32948,"choose, select"
1866,opus operis n.,2022-11-13 20:45:19.288175+00,2022-11-13 20:45:19.288185+00,626,32961,work
1867,ōrātiō -ōnis f.,2022-11-13 20:45:19.293238+00,2022-11-13 20:45:19.293248+00,627,32972,"speech, address"
1868,orbis -is m.,2022-11-13 20:45:19.298048+00,2022-11-13 20:45:19.298058+00,628,32995,circle; orbis terrārum: world
1869,ōrdō -īnis m.,2022-11-13 20:45:19.302973+00,2022-11-13 20:45:19.302983+00,629,33037,"order, rank"
1870,orior orīrī ortus sum,2022-11-13 20:45:19.308227+00,2022-11-13 20:45:19.308237+00,630,33091,"arise, begin"
1871,ōrō -āre,2022-11-13 20:45:19.31329+00,2022-11-13 20:45:19.3133+00,631,33118,pray
1872,ōs ōris n.,2022-11-13 20:45:19.318519+00,2022-11-13 20:45:19.318529+00,632,33184,"mouth, face"
1873,os ossis n.,2022-11-13 20:45:19.323455+00,2022-11-13 20:45:19.323465+00,633,33186,bone
1874,ostendō ostendere ostendī ostentum,2022-11-13 20:45:19.328374+00,2022-11-13 20:45:19.328384+00,634,33234,"show, hold out"
1875,ōtium -ī n.,2022-11-13 20:45:19.33301+00,2022-11-13 20:45:19.33302+00,635,33302,leisure
1876,paene,2022-11-13 20:45:19.337986+00,2022-11-13 20:45:19.337996+00,636,33440,almost
1877,pār paris,2022-11-13 20:45:19.342646+00,2022-11-13 20:45:19.342657+00,637,33837,equal
1878,parcō parcere pepercī parsum,2022-11-13 20:45:19.347633+00,2022-11-13 20:45:19.347644+00,638,33926,"spare, be sparing of (+ dat.)"
1879,parēns -ntis m./f.,2022-11-13 20:45:19.35252+00,2022-11-13 20:45:19.35253+00,639,33940,parent
1880,pāreō pārēre pāruī,2022-11-13 20:45:19.357525+00,2022-11-13 20:45:19.357535+00,640,33948,obey
1881,pariō parere peperī partum,2022-11-13 20:45:19.362521+00,2022-11-13 20:45:19.362531+00,641,33975,"bring forth, give birth to; accomplish"
1882,parō -āre,2022-11-13 20:45:19.367609+00,2022-11-13 20:45:19.367619+00,642,33999,"prepare, acquire; parātus -a -um, ready"
1883,pars partis f.,2022-11-13 20:45:19.372366+00,2022-11-13 20:45:19.372376+00,643,34025,part
1884,parum,2022-11-13 20:45:19.378127+00,2022-11-13 20:45:19.378138+00,644,34091,too little
1885,parvus -a -um,2022-11-13 20:45:19.383267+00,2022-11-13 20:45:19.383277+00,645,34100,small
1886,pateō patēre patuī,2022-11-13 20:45:19.388104+00,2022-11-13 20:45:19.388114+00,646,34183,"lie open, extend; be evident or obvious"
1887,pater patris m.,2022-11-13 20:45:19.392859+00,2022-11-13 20:45:19.392869+00,647,34184,"father, ancestor"
1888,patior patī passus sum,2022-11-13 20:45:19.398623+00,2022-11-13 20:45:19.398633+00,648,34204,"permit, endure"
1889,patria -ae f.,2022-11-13 20:45:19.403712+00,2022-11-13 20:45:19.403723+00,649,34215,"fatherland, country"
1890,paucī -ae -a,2022-11-13 20:45:19.408614+00,2022-11-13 20:45:19.408624+00,650,34251,"few, a few"
1891,paulō,2022-11-13 20:45:19.414346+00,2022-11-13 20:45:19.414357+00,651,34257,"to only a small extent, slightly, a little"
1892,paulum,2022-11-13 20:45:19.419858+00,2022-11-13 20:45:19.419868+00,652,34261,"to only a small extent, slightly, a little"
1893,pauper -eris,2022-11-13 20:45:19.425016+00,2022-11-13 20:45:19.425026+00,653,34264,"poor, lowly"
1894,pāx pācis f.,2022-11-13 20:45:19.42968+00,2022-11-13 20:45:19.42969+00,654,34320,peace
1895,peccō -āre,2022-11-13 20:45:19.434398+00,2022-11-13 20:45:19.434408+00,655,34333,"commit a wrong, injure"
1896,pectus -oris n.,2022-11-13 20:45:19.439262+00,2022-11-13 20:45:19.439272+00,656,34350,"chest, breast"
1897,pecūnia -ae f.,2022-11-13 20:45:19.444432+00,2022-11-13 20:45:19.444442+00,657,34371,money
1898,pecus -oris n.,2022-11-13 20:45:19.449245+00,2022-11-13 20:45:19.449255+00,658,34377,"cattle, sheep"
1899,pellō pellere pepulī pulsum,2022-11-13 20:45:19.458096+00,2022-11-13 20:45:19.458106+00,659,34504,"strike, beat, push, drive"
1900,pendō pendere pependī pēnsum,2022-11-13 20:45:19.466931+00,2022-11-13 20:45:19.466941+00,660,34551,"weigh, hang, suspend; pay"
1901,per,2022-11-13 20:45:19.47404+00,2022-11-13 20:45:19.47405+00,661,34663,through (+ acc.)
1902,perdō -dere -didī -ditum,2022-11-13 20:45:19.478811+00,2022-11-13 20:45:19.478821+00,662,34861,destroy
1903,pereō -īre -iī -itum,2022-11-13 20:45:19.483628+00,2022-11-14 23:17:14.472186+00,663,34928,"perish, be lost"
